keyword	low_search_volume	YEAR	VAR	VAL	n	hits_min	hits_mean	hits_median	hits_max	hits_sum	hits_asinh_mean	hits_asinh_sum	UID
Amsterdam	TRUE	2016	CONTINENT	Europe	50	0	4.52	2	100	226	1.542	77.084	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Amsterdam	TRUE	2016	CONTINENT	North America	38	0	1.816	1	17	69	0.922	35.048	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Amsterdam	TRUE	2016	CONTINENT	Oceania	24	0	0.312	0	1	7.5	0.284	6.81	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Amsterdam	TRUE	2016	CONTINENT	Seven seas (open ocean)	7	0	1.429	1	6	10	0.814	5.698	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Amsterdam	TRUE	2016	CONTINENT	South America	13	0.5	2	0.5	10	26	1.005	13.07	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Amsterdam	TRUE	2016	CONTINENT		17	0	2.176	0	24	37	0.655	11.134	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	FALSE	2016	CONTINENT	Africa	51	0	3.667	0	47	187	0.517	26.373	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	FALSE	2016	CONTINENT	Antarctica	1	0	0	0	0	0	0	0	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	FALSE	2016	CONTINENT	Asia	50	0	2.85	0.25	16	142.5	1.039	51.947	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	FALSE	2016	CONTINENT	Europe	50	0	6.36	4	100	318	1.578	78.876	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	FALSE	2016	CONTINENT	North America	38	0	0.368	0	8	14	0.157	5.968999999999999	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	FALSE	2016	CONTINENT	Oceania	24	0	1.083	0	10	26	0.356	8.55	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	FALSE	2016	CONTINENT	Seven seas (open ocean)	7	0	3.857	0	27	27	0.57	3.989	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	FALSE	2016	CONTINENT	South America	13	0	0.385	0	1	5	0.339	4.405	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	FALSE	2016	CONTINENT		17	0	0	0	0	0	0	0	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	TRUE	2016	CONTINENT	Africa	51	0	5.98	3	32	305	1.785	91.028	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	TRUE	2016	CONTINENT	Antarctica	1	0	0	0	0	0	0	0	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	TRUE	2016	CONTINENT	Asia	50	0	3.39	3	11	169.5	1.658	82.893	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	TRUE	2016	CONTINENT	Europe	50	0	6.48	4	68	324	2.122	106.083	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	TRUE	2016	CONTINENT	North America	38	0	8.289	4	69	315	1.965	74.67699999999999	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	TRUE	2016	CONTINENT	Oceania	24	0	2.542	0.5	10	61	1.084	26.012999999999998	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	TRUE	2016	CONTINENT	Seven seas (open ocean)	7	0	6.571	6	19	46	1.738	12.166	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	TRUE	2016	CONTINENT	South America	13	0.5	3.885	1	19	50.5	1.376	17.887	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Netherlands	TRUE	2016	CONTINENT		17	0	7.412	0	100	126	0.869	14.781	8ab7750d-e35e-4db1-87c3-c8bdd85e9c91
Amsterdam	FALSE	2017	CONTINENT	Africa	51	0	0.039	0	1	2	0.035	1.762	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	FALSE	2017	CONTINENT	Antarctica	1	0	0	0	0	0	0	0	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	FALSE	2017	CONTINENT	Asia	50	0	0.24	0	3	12	0.185	9.273	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	FALSE	2017	CONTINENT	Europe	50	0	3.36	0.25	100	168	0.853	42.664	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	FALSE	2017	CONTINENT	North America	38	0	0.079	0	1	3	0.07	2.643	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	FALSE	2017	CONTINENT	Oceania	24	0	0.125	0	1	3	0.11	2.643	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	FALSE	2017	CONTINENT	Seven seas (open ocean)	7	0	1.143	0	8	8	0.397	2.776	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	FALSE	2017	CONTINENT	South America	13	0	0.192	0	1	2.5	0.179	2.324	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	FALSE	2017	CONTINENT		17	0	0	0	0	0	0	0	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	TRUE	2017	CONTINENT	Africa	51	0	0.716	0.5	2	36.5	0.633	32.29	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	TRUE	2017	CONTINENT	Antarctica	1	0	0	0	0	0	0	0	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	TRUE	2017	CONTINENT	Asia	50	0	0.89	0.5	3	44.5	0.741	37.058	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	TRUE	2017	CONTINENT	Europe	50	0	4.7	2	100	235	1.589	79.426	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	TRUE	2017	CONTINENT	North America	38	0	1.829	1	19	69.5	0.91	34.567	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	TRUE	2017	CONTINENT	Oceania	24	0	0.333	0	1	8	0.3	7.21	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	TRUE	2017	CONTINENT	Seven seas (open ocean)	7	0	1.714	1	8	12	0.855	5.981999999999999	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	TRUE	2017	CONTINENT	South America	13	0.5	1.846	0.5	11	24	0.97	12.616	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Amsterdam	TRUE	2017	CONTINENT		17	0	2.088	0	23	35.5	0.629	10.691	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Netherlands	FALSE	2017	CONTINENT	Africa	51	0	3.098	0	37	158	0.493	25.142	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Netherlands	FALSE	2017	CONTINENT	Antarctica	1	0	0	0	0	0	0	0	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
Netherlands	FALSE	2017	CONTINENT	Asia	50	0	2.39	0	16	119.5	0.878	43.888	4f6852ab-f7ab-42e0-abf4-6aea4b4e6ef7
